slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide
MIZ/LUNG/84A12/2025/194,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.212919,92.558022,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/195,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.207082,92.509726,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/196,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.195616,92.546251,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/197,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.19796,92.543304,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/198,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.190022,92.554302,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/199,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.21035,92.539589,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/200,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.208921,92.541174,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/201,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.208823,92.53749,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/202,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.206239,92.491221,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/203,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.20549,92.543278,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/204,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.219631,92.563324,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/205,Mizoram,Lunglei,,Tleu,23.204981,92.534603,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/206,Mizoram,Lunglei,,Tleu,23.206253,92.533605,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/207,Mizoram,Lunglei,,Tleu to West Bunghmun,23.209857,92.500587,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A08/2025/208,Mizoram,Lunglei,,Tleu to West Bunghmun,23.206239,92.491221,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A08/2025/209,Mizoram,Lunglei,,Tleu to West Bunghmun,23.199961,92.488796,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A08/2025/210,Mizoram,Lunglei,,West Bunghmun,23.17824,92.491031,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A08/2025/211,Mizoram,Lunglei,,West Bunghmun,23.180969,92.488193,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A08/2025/212,Mizoram,Lunglei,,West Bunghmun cemetary,23.180354,92.486971,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A08/2025/213,Mizoram,Lunglei,,West Bunghmun,23.182466,92.487731,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/214,Mizoram,Lunglei,,Tleu,23.204706,92.533825,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A11/2025/215,Mizoram,Lunglei,,West Bungtlang,23.251004,92.63667,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/SER/84A16/2025/216,Mizoram,Serchhip,,Keitum,23.234898,92.911307,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A16/2025/217,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.225619,92.924909,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A16/2025/218,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.223807,92.944448,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/SER/84A16/2025/219,Mizoram,Serchhip,,Khawlailung,23.21795,92.998007,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A16/2025/220,Mizoram,Serchhip,,Khawlailung,23.217324,92.99812,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/SER/84E04/2025/221,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.19917,93.000199,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/SER/84E04/2025/222,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.1915,93.011024,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84E04/2025/223,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.183361,93.066742,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/KHAW/84E04/2025/225,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.229765,93.127521,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/KHAW/84E04/2025/226,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.2066,93.148665,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/KHAW/84E04/2025/227,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.197704,93.163019,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/CHAM/84E04/2025/228,Mizoram,Champhai,,Serchhip to Vaphai road,23.198136,93.166988,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/CHAM/84E04/2025/229,Mizoram,Champhai,,Serchhip to Vaphai road,23.177311,93.198157,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/KHAW/84E08/2025/231,Mizoram,Khawzawl,,Vaphai,23.14788,93.323791,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/KHAW/84E03/2025/232,Mizoram,Khawzawl,,NH 6,23.486306,93.220639,Debris,Slide,12 June 2025,2025-06-12,1
MIZ/KHAW/84E02/2025/233,Mizoram,Khawzawl,,NH 6,23.544052,93.155591,Debris,Slide,14 June 2025,2025-06-14,1
MIZ/KHAW/84E02/2025/234,Mizoram,Khawzawl,,NH 6,23.545766,93.147931,Debris,Slide,14 June 2025,2025-06-14,1
MIZ/KHAW/84E02/2025/235,Mizoram,Khawzawl,,NH 6,23.5266,93.192968,Debris,Slide,14 June 2025,2025-06-14,1
MIZ/SAI/84A14/2025/236,Mizoram,Saitual,,NH 6,23.667553,92.89259,Rock,Slide,15 June 2025,2025-06-15,1
MIZ/SAI/84A14/2025/237,Mizoram,Saitual,,outside Maite,23.527592,92.984969,Debris,Subsidence,31 May 2025,2025-05-31,1
MIZ/AIZ/84A14/2025/238,Mizoram,Aizawl,,NH 6,23.700835,92.877449,Debris,Slide,15 June 2025,2025-06-15,1
MIZ/AIZ/84A13/2025/239,Mizoram,Aizawl,,Sesawng,23.760466,92.848969,Debris,Flow,31 May 2025,2025-05-31,1
MIZ/AIZ/84A13/2025/240,Mizoram,Aizawl,,Mualmam,23.807952,92.834037,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/AIZ/83D15/2025/241,Mizoram,Aizawl,,Zohmun,24.285871,92.94599,Debris,Slide,14 June 2025,2025-06-14,1
MIZ/AIZ/83D15/2025/242,Mizoram,Aizawl,,Zohmun,24.288014,92.946017,Earth,Slide,14 June 2025,2025-06-14,1
MIZ/AIZ/83D15/2025/243,Mizoram,Aizawl,,Mauchar,24.354658,92.925511,Debris,Slide,29 May 2025,2025-05-29,1
MIZ/AIZ/83D15/2025/244,Mizoram,Aizawl,,Mauchar,24.365715,92.930137,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/AIZ/84A14/2025/245,Mizoram,Aizawl,,Sesawng,23.747519,92.853155,Debris,Slide,15 June 2025,2025-06-15,1
MZ/LUN/84B09/2017/0001,Mizoram,Lunglei,Phairuangkai Slide,"Phairuangkai-West Rotlang road, ChangpuiVeng, Phairuangkai.",22.82104167,92.63873333,Soil,Flow,12 June 2017,2017-06-12,1
Mizoram/Aizawl/84A09/2018/0 02,Mizoram,Aizawl,Selesih Slide,"Near the Auditorium of Central Agricultural University (College of Veterinary Science and Animal Husbandry), Selesih village, Aizawl District, Mizoram",24.80375556,92.733375,Rock,Creep,28 April 2018,2018-04-28,1
Mizoram/Aizawl/84A14/2020/0 01,Mizoram,Aizawl,Zemabawk landslide,"Zemabawk area near Bharat Petroleum, Zemabawk, along NH6/306A Aizawl-Seling- Champhai road",24.73197222,92.75988889,Rock,Slide,2 February 2020,2020-02-02,1
MZ/AZL/84A/10/2023/01,Mizoram,Aizawl,Vaivakawn landslide,"Vaivakawn, Aizawl",23.74150833,92.70785833,Rock,Slide,04 June 2023,2023-06-04,1
MZ-31/2011,Mizoram,Aizawl,Naizawl rock fall,,23.70213889,92.71822222,,,22 May 2011,2011-05-22,1
MZ/AZL/84A10/2016/01,Mizoram,Aizawl,Tlungvel slide,Tlungvel-Seling main road,23.60830556,92.85058333,Earth,Slide,17 September 2016,2016-09-17,1
MZ/AZL/84A10/2016/02,Mizoram,Aizawl,Tlungvel Presbyterian church slide,Tlungvel village (near the Presbyterian church),23.61372222,92.85188889,Soil (insitu soil + regolith),Flow,17 September 2016,2016-09-17,1
MIZ/AZL/84A11/2025/010,Mizoram,Aizawl,,Thiak road,23.4688,92.7208,Debris,slide,02 January 2025,2025-01-02,1
MIZ/AZL/84A11/2025/020,Mizoram,Aizawl,,Thiak to N. Lungsai (Aizawl- Thenzawl-Lunglei SH),23.4807,92.7025,Debris,Slide,13 September 2025,2025-09-13,1
MIZ/AZL/84A11/2025/021,Mizoram,Aizawl,,Thiak to N. Lungsai (Aizawl- Thenzawl-Lunglei SH),23.4855,92.7033,Debris,Slide,02 July 2024,2024-07-02,1
MIZ/AZL/84A11/2025/023,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei SH,23.4946,92.7044,Debris,Slide,25 August 2024,2024-08-25,1
MIZ/SER/84A12/2025/027,Mizoram,Serchhip,,Aizawl-Thenzawl-Lunglei SH,23.239287,92.74818,Debris,Slide,02 June 2025,2025-06-02,1
MIZ/SER/84A12/2025/028,Mizoram,Serchhip,,Buangpui,23.237356,92.744978,Earth,Slide,05 June 2025,2025-06-05,1
MIZ/LUN/84A12/2025/030,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei SH,23.230114,92.740067,Earth,Slide,02 June 2025,2025-06-02,1
MIZ/LUN/84A12/2025/031,Mizoram,Lunglei,,2 kms north of Kanghmun S,23.229731,92.73968,Earth,Slide,24 May 2025,2025-05-24,1
MIZ/LUN/84A12/2025/032,Mizoram,Lunglei,,Outside Kanghmun S,23.226843,92.740266,Earth,Slide,02 June 2025,2025-06-02,1
MIZ/LUN/84A12/2025/033,Mizoram,Lunglei,,Kanghmun S,23.225357,92.74039,Earth,Slide,06 June 2025,2025-06-06,1
MIZ/LUN/84A12/2025/037,Mizoram,Lunglei,,Outside Kanghmun S Aizawl- Thenzawl-Lunglei SH,23.204595,92.73861,Debris,Slide,3 June 2025,2025-06-03,1
MIZ/LUN/84A12/2025/044,Mizoram,Lunglei,,South of Kanghmun S,23.201335,92.734857,Rock,Slide,02 June 2025,2025-06-02,1
MIZ/LUN/84A12/2025/045,Mizoram,Lunglei,,South of Kanghmun S,23.201614,92.734453,Rock,Slide,02 June 2025,2025-06-02,1
MIZ/LUN/84A12/2025/046,Mizoram,Lunglei,,South of Kanghmun S,23.201759,92.734328,Rock,Slide,02 June 2025,2025-06-02,1
MIZ/LUN/84A12/2025/048,Mizoram,Lunglei,,"Between Kanghmun S to Ramlaitui, Aizawl-Thenzawl- Lunglei SH",23.199924,92.73481,Earth,Slide,02 June 2025,2025-06-02,1
MIZ/LUN/84A12/2025/052,Mizoram,Lunglei,,"North of Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.197825,92.73502,Debris,Slide,15 June 2025,2025-06-15,1
MIZ/LUN/84A12/2025/055,Mizoram,Lunglei,,"North of Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.193237,92.734819,Debris,Slide,02 June 2025,2025-06-02,1
MIZ/LUN/84A12/2025/056,Mizoram,Lunglei,,"North of Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.191775,92.734778,Debris,Slide,06 June 2025,2025-06-06,1
MIZ/LUN/84A12/2025/057,Mizoram,Lunglei,,"North of Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.191747,92.73459,Debris,Slide,02 June 2025,2025-06-02,1
MIZ/LUN/84A12/2025/064,Mizoram,Lunglei,,"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.188245,92.734327,Rock,Slide,02 June 2025,2025-06-02,1
MIZ/LUN/84A12/2025/066,Mizoram,Lunglei,,"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.18675,92.735178,Debris,Slide,02 June 2025,2025-06-02,1
MIZ/LUN/84A12/2025/067,Mizoram,Lunglei,,"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.186501,92.735632,Rock,Slide,13 September 2025,2025-09-13,1
MIZ/LUN/84A12/2025/068,Mizoram,Lunglei,,"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.186296,92.7356,Debris,Slide,13 September 2025,2025-09-13,1
MIZ/LUN/84A12/2025/069,Mizoram,Lunglei,,"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.186133,92.735682,Debris,Slide,13 September 2025,2025-09-13,1
MIZ/LUN/84A12/2025/070,Mizoram,Lunglei,,Outside Ramlaitui,23.184091,92.738895,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUN/84A12/2025/084,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei SH outside Ramlaitui,23.174341,92.740855,Debris,Slide,13 September 2025,2025-09-13,1
MIZ/LUN/84A12/2025/093,Mizoram,Lunglei,,South of Ramlaitui,23.164812,92.743396,Debris,Slide and Flow,02 June 2025,2025-06-02,1
MIZ/LUN/84A12/2025/105,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Ramlaitui to Sekhum",23.152289,92.746243,Debris,Slide,30 May 2025,2025-05-30,1
MIZ/LUN/84A12/2025/114,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Ramlaitui to Sekhum",23.147798,92.749742,Debris,Slide,13 September 2025,2025-09-13,1
MIZ/LUN/84A16/2025/115,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Ramlaitui to Sekhum",23.144687,92.750609,Debris,Slide,06 June 2025,2025-06-06,1
MIZ/LUN/84A16/2025/119,Mizoram,Lunglei,,Sekhum,23.141474,92.750577,Debris,Slide,29 May 2025,2025-05-29,1
MIZ/LUN/84A16/2025/121,Mizoram,Lunglei,,Sekhum,23.139887,92.751646,Debris,Slide,30 May 2025,2025-05-30,1
MIZ/LUN/84A12/2025/128,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei SH Sekhum to N. Mualthuam,23.134961,92.747843,Debris,Slide and Flow,30 May 2025,2025-05-30,1
MIZ/LUN/84A12/2025/133,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei SH Sekhum to N. Mualthuam,23.131999,92.744413,Earth,Slide,13 September 2025,2025-09-13,1
MIZ/LUN/84A12/2025/150,Mizoram,Lunglei,,Mualthuam N,23.11239,92.745417,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/LUN/84A12/2025/152,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Mualthuam N Venghnuai",23.113126,92.74564,Earth,Slide,02 June 2025,2025-06-02,1
MIZ/LUN/84A12/2025/154,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Mualthuam N Venghnuai",23.108018,92.746279,Earth,Slide,30 May 2025,2025-05-30,1
MIZ/LUN/84A12/2025/155,Mizoram,Lunglei,,Mualthuam N,23.10565,92.745979,Debris,Slide,30 May 2025,2025-05-30,1
MIZ/LUN/84A12/2025/157,Mizoram,Lunglei,,Mualthuam N,23.104623,92.747711,Debris,Slide and flow,1 June 2025,2025-06-01,1
MIZ/LUN/84A16/2025/161,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, south of Mualthuam N",23.100785,92.751508,Earth,Slide,30 May 2025,2025-05-30,1
MIZ/LUN/84A16/2025/162,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, south of Mualthuam N",23.099615,92.752199,Earth,Slide,06 June 2025,2025-06-06,1
MIZ/LUN/84A16/2025/164,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Near MPWD milestone 6kms to Haulawng",23.09459,92.753733,Earth,Slide and flow,13 September 2025,2025-09-13,1
MIZ/LUN/84A16/2025/165,Mizoram,Lunglei,,"Below Aizawl-Thenzawl-Lunglei SH, Mualthuam N to Saichhoh",23.092076,92.752286,Earth,Slide,13 September 2025,2025-09-13,1
MIZ/LUN/84A16/2025/175,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh",23.074255,92.76222,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUN/84A16/2025/177,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.069585,92.765797,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUN/84A16/2025/178,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.067473,92.767201,Earth,Slide,30 May 2025,2025-05-30,1
MIZ/LUN/84A16/2025/181,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.063838,92.769004,Debris,Slide,15 June 2025,2025-06-15,1
MIZ/LUN/84A16/2025/182,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.061745,92.770105,Debris,Slide,30 May 2025,2025-05-30,1
NAG/KOH/83K02/2008/F-3A,Nagaland,Kohima,PR Hills slide,,25.66083,94.10278,Debris,Fall,02 August 2008,2008-08-02,1
NAG/KOH/83K02/2008/F-3B,Nagaland,Kohima,Officer Hill/ Naga Hospital Colony slide,,25.66667,94.10972,Debris,Slide,12 August 2007,2007-08-12,1
NAG/KOH/83K02/2008/F-4(A),Nagaland,Kohima,New Market slide,,25.66917,94.10722,Debris,Slide,16 August 2008,2008-08-16,1
NL/KOH/83K02/2014/04,Nagaland,Kohima,Meriema,National Highway (NH)- 61,25.71611,94.08883,Debris,Flow,03 July 2013,2013-07-03,1
NL/KOH/83G14/2014/15,Nagaland,Kohima,Piphema Peducha,NH-29,25.74697,93.98167,Rock cum Debris,Slide,08 September 2013,2013-09-08,1
NL/DIM/83G13/2014/02,Nagaland,Dimapur,Kukidolong-2,NH 29,25.76939,93.80278,Earth,Slide,16 July 2013,2013-07-16,1
NL/DIM/83G13/2014/01,Nagaland,Dimapur,Kukidolong-1,NH 29,25.78417,93.80028,Earth,Slide,16 July 2013,2013-07-16,1
NAG/KIPH/83K13/2009/F-8,Nagaland,Tuensang,Mission compound slide,,25.88667,94.78639,,Flow,21 June 2009,2009-06-21,1
NAG/KIPH/83K13/2009/F-7,Nagaland,Tuensang,Kesunisiki slide,,25.9,94.78917,,Slide,21 June 2009,2009-06-21,1
NL/WKH/83J04/2021/01,Nagaland,Wokha,E-Khel slide,,26.10694722,94.25328889,Insitu Soil,Slide,18 September 2021,2021-09-18,1
NAG/TUE/83J15/2009/F-14,Nagaland,Tuensang,Ajang (Bhumbak Village),,26.34417,94.83333,,Slide,20 June 2009,2009-06-20,1
NAG/TUE/83J15/2009/F-13,Nagaland,Tuensang,Ajang (Bhumbak Village),,26.36083,94.84,Rock,Fall,04 June 2009,2009-06-04,1
NAG/TUE/83J15/2009/F-12,Nagaland,Tuensang,Washomung (Bhumbak Village) slide,,26.37639,94.84056,Debris,Slide,20 June 2009,2009-06-20,1
NAG/TUE/83J15/2009/F-10,Nagaland,Tuensang,Yangpi Village slide,,26.38778,94.82583,Rock,Slide,27 July 2009,2009-07-27,1
NAG/TUE/83J15/2009/F-11,Nagaland,Tuensang,Noksen-Tuengsang road slide,,26.38778,94.82583,Debris,Slide,20 August 2009,2009-08-20,1
NL/MON/83J15/2014/08,Nagaland,Mon,Shamnyu slide,State Highway (Tobu to Mon road),26.39094,94.94406,Rock cum Debris,Flow,16 August 2013,2013-08-16,1
NL/MON/83J15/2014/09,Nagaland,Mon,Shense slide,State Highway (Tobu to Mon road),26.39936,94.94553,Debris,Flow,17 August 2023,2023-08-17,1
NL/MON/83J15/2014/11,Nagaland,Mon,Chaklangsho-2,State Highway (Tobu to Mon road),26.40908,94.96308,Rock cum Debris,Slide,17 August 2013,2013-08-17,1
NL/MON/83J15/2014/12,Nagaland,Mon,Telangsao slide,State Highway (Tobu to Mon road),26.41931,94.97369,Debris,Slide,18 August 2013,2013-08-18,1
3211,Nagaland,Chumoukedima,,,25.7802266,93.936165,Debris,Flow,03 September 2024,2024-09-03,1
3212,Nagaland,Chumoukedima,,,25.7746019,93.9148756,Debris,Slide,03 September 2024,2024-09-03,1
3310,Nagaland,Tseminyu,,,25.8816564,94.1902346,Rock,Fall,19 January 2025,2025-01-19,1
3380,Nagaland,Mokokchung,,,26.4231373,94.3822611,Soil,Slide,07 July 2025,2025-07-07,1
3375,Nagaland,Kohima,,,25.623067,94.114196,Debris,Slide,07 July 2025,2025-07-07,1
3379,Nagaland,Mokokchung,,,26.4527822,94.375268,Soil,Slide,08 July 2025,2025-07-08,1
3381,Nagaland,Mokokchung,,,26.4219453,94.3854377,Rock,Fall,07 July 2025,2025-07-07,1
3382,Nagaland,Mokokchung,,,26.4242282,94.3924136,Rock,Fall,05 July 2025,2025-07-05,1
3383,Nagaland,Mokokchung,,,26.42608,94.398916,Rock,Slide,07 July 2025,2025-07-07,1
NA/KOH/83K02/2024/02,Nagaland,Kohima,Kigwema Village,Kigwema-Meluri road,25.6125,94.1272,Debris,Slide,06 July 2024,2024-07-06,1
NA/CHU/83G13/2024/01,Nagaland,Chumoukedima,Pagala Pahar landslide,NH-29,25.7853,93.8014,Debris,Slide,03 September 2024,2024-09-03,1
NA/WKH/83J8/2024/02,Nagaland,Wokha,Tchuyiro landslide,Tchuyiro colony,26.08945,94.264217,Earth,Slide,23 July 2024,2024-07-23,1
NL/KOH/83K02/2022/001,Nagaland,Kohima,Meriema landslide,NH-2/ Kohima-Wokha Highway,25.71711111,94.08561111,Soil,Slide,29 October 2017,2017-10-29,1
NL/KOH/83K02/2022/002,Nagaland,Kohima,Meriema village landslide,Inside Meriema village,25.712031,94.089791,Weathered rock,Slide,12 September 2022,2022-09-12,1
NL/KOH/83K02/2022/003,Nagaland,Kohima,Chiesema,Chiesema,25.7491204,94.0804548,Debris,Slide,25 September 2022,2022-09-25,1
NL/KOH/83K02/2022/004,Nagaland,Kohima,New secretariat-Meriema road,New secretariat-Meriema road,25.7179491,94.0917724,Weathered rock,Slide,28 September 2022,2022-09-28,1
NL/KOH/83G13/2022/005,Nagaland,Kohima,Piphema,NH29/Piphema,25.770055,93.937873,Debris,Slide,15 October 2022,2022-10-15,1
NL/KOH/83G13/2022/006,Nagaland,Kohima,Piphema,NH29/Piphema,25.771451,93.907041,Debris,Slide,30 September 2022,2022-09-30,1
NL/KOH/83K02/2022/010,Nagaland,Kohima,Piphema,Piphema,25.770064,93.937891,Debris,Slide,12 November 2022,2022-11-12,1
NL/KOH/83G13/2023/03,Nagaland,Kohima,Piphema,NH-29,25.76618333,93.94043611,Debris,Slide,08 September 2023,2023-09-08,1
NL/KOH/83K02/2023/19,Nagaland,Kohima,Khonoma,Jotsoma-Padi-Benreu road,25.66754722,94.08075278,Debris,Slide,02 October 2023,2023-10-02,1
NL/KOH/83K02/2023/58,Nagaland,Kohima,Kohima-Nuiland road,Kohima-Nuiland road,25.85442778,94.15844444,Debris,Slide,23 August 2018,2018-08-23,1
NL/KOH/83K02/2023/59,Nagaland,Kohima,Kohima-Nuiland road,Kohima-Nuiland road,25.857991,94.159346,Debris,Slide,23 August 2018,2018-08-23,1
NL/KOH/83K02/2024/003,Nagaland,Kohima,,NH-2/Tadubi,25.52036,94.1311201,Debris,Slide,01 June 2024,2024-06-01,1
NL/KOH/83K02/2024/004,Nagaland,Kohima,,NH-2/Khuzama,25.52164,94.13426,Debris,Slide,01 June 2024,2024-06-01,1
NL/KOH/83K02/2024/006,Nagaland,Kohima,,NH-2/Khuzama,25.525094,94.135798,Debris,Subsidence,01 June 2024,2024-06-01,1
NL/KOH/83K02/2024/007,Nagaland,Kohima,,NH-2/Khuzama,25.538422,94.136039,Debris,Slide,01 June 2024,2024-06-01,1
NL/KOH/83K02/2024/008,Nagaland,Kohima,,NH-2/Viswema,25.5651,94.1390034,Debris,Slide,01 June 2024,2024-06-01,1
NL/KOH/83K02/2024/009,Nagaland,Kohima,,NH-2/Viswema,25.6032619,94.1122188,Rock,Slide,01 June 2024,2024-06-01,1
NL/KOH/83K02/2024/010,Nagaland,Kohima,,NH-2/Phesema,25.62154,94.1122,Debris,Slide,01 June 2024,2024-06-01,1
NL/KOH/83K02/2024/011,Nagaland,Kohima,,NH-2/Phesema,25.6291966,94.10177,Debris,Slide,01 June 2024,2024-06-01,1
NL/KOH/83K02/2024/012,Nagaland,Kohima,,NH-2/Phesema,25.6387,94.10979,Debris,Slide,01 June 2024,2024-06-01,1
NL/KOH/83K02/2024/013,Nagaland,Kohima,,NH-2/Lerie,25.648759,94.10616,Debris,Slide,01 June 2024,2024-06-01,1
NL/MOK/83J07/2025/01,Nagaland,Mokokchung,Longnak landslide,NH-702D,26.45278,94.37526,Earth,Slide,08 July 2025,2025-07-08,1
NL/MOK/83J07/2025/02,Nagaland,Mokokchung,Merayim landslide,NH-702D,26.423137,94.382261,Earth,Slide,07 July 2025,2025-07-07,1
NL/MOK/83J07/2025/03,Nagaland,Mokokchung,Changki slide_1,NH-702D,26.42186,94.3852,Rock,Slide,07 July 2025,2025-07-07,1
NL/MOK/83J07/2025/04,Nagaland,Mokokchung,Changki slide_2,NH-702D,26.425346,94.387013,Rock,Slide,07 July 2025,2025-07-07,1
NL/MOK/83J07/2025/05,Nagaland,Mokokchung,Yimkum Slide,"NH-702D, Yimkum sector, Chungtia Village",26.383648,94.440751,Debris,Slide,29 July 2025,2025-07-29,1
NL/MOK/83J07/2025/06,Nagaland,Mokokchung,Razu slide,"NH-702D, Razu sector, Chungtia village",26.384347,94.443397,Debris,Slide,01 July 2024,2024-07-01,1
NL/MOK/83J07/2025/07,Nagaland,Mokokchung,Yimlang Slide,"NH-702D, Yimlang sector, Chungtia village",26.387181,94.444132,Rock,Slide,01 August 2025,2025-08-01,1
NL/MOK/83J07/2025/08,Nagaland,Mokokchung,Sabangya slide,"NH-702D, Sabangya sector, Chungtia village",26.379798,94.450751,Debris,Slide,07 July 2025,2025-07-07,1
NL/TSE/83K01/2025/01,Nagaland,Tseminyu,Terogvunyu Village,NH-2,25.88165,94.19023,Rock,Slide,19 January 2025,2025-01-19,1
NAG/ KOH/ 83K2/ 2015/02,Nagaland,Kohima,Near bridge,NH-29,25.73425,94.00119444,Debris,Slide & subsidence,15 July 2015,2015-07-15,1
Nagaland/Kohima/83K- 02/2018/001,Nagaland,Kohima,Lower Para Medical Landslide,NH-29/ Lower Para Medical Colony,25.66772222,94.08908333,Debris,Subsidence and slide,08 July 2018,2018-07-08,1
