slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide
ME/SWKH/78O072024/7,Meghalaya,South West Khasi Hills,Manad slide-4,Manad village,25.29739,91.46201,Debris,Slide,17 June 2024,2024-06-17,1
ME/RIB/78O13/2024/10,Meghalaya,Ri-Bhoi,Umran Dairy slide,Umran Dairy village,25.781246,91.874475,Earth,Slide,6 July 2024,2024-07-06,1
ME/EKH/78O15/2025/02,Meghalaya,East Khasi Hills,Laitlyngkot- Pomlum slide 1,NH-206,25.422278,91.867694,Rock,Slide,30 May 2025,2025-05-30,1
ME/EKH/78O15/2025/03,Meghalaya,East Khasi Hills,Laitlyngkot-Pomlum slide 2,NH-206,25.43480556,91.85952778,Debris,Slide,30 May 2025,2025-05-30,1
ME/EKH/78O15/2025/04,Meghalaya,East Khasi Hills,11th Mile slide2,NH-206,25.48716667,91.81936111,Debris,Slide,30 May 2025,2025-05-30,1
ME/EKH/78O15/2025/08,Meghalaya,East Khasi Hills,Mawrah Rock slide,Laitkroh –Khadarshnog road sector,25.366201,91.767213,Rock,Slide,31 May 2025,2025-05-31,1
ME/EKH/78O15/2025/09,Meghalaya,East Khasi Hills,Mawkhnai landslide,Laitkroh –Khadarshnog road sector,25.355042,91.767525,Debris,Slide,31 May 2025,2025-05-31,1
ME/EKH/78O15/2025/10,Meghalaya,East Khasi Hills,War-War landslide,Laitkroh –Khadarshnog road sector,25.340415,91.774142,Debris,Slide,31 May 2025,2025-05-31,1
ML-1/2010,Meghalaya,East Khasi Hills,Wall collase of mosque,,25.57711111,91.88141667,,,27 August 2010,2010-08-27,1
ML-2/2010,Meghalaya,East Khasi Hills,Meghalaya Police's C.I.D Quarters,,25.56183333,91.86855556,,,28 June 2010,2010-06-28,1
ML-3/2010,Meghalaya,East Khasi Hills,Lumsohra,,25.57188889,91.90127778,,,28 June 2010,2010-06-28,1
ML-4/2010,Meghalaya,East Khasi Hills,CathedralChurch,,25.56852778,91.89219444,,,28 June 2010,2010-06-28,1
ML-6/2010,Meghalaya,Jaintia Hills,Tongseng Landslide,,25.13561111,92.3805,,,22 April 2010,2010-04-22,1
ML-7/2010,Meghalaya,Jaintia Hills,Tongseng Landslide,,25.13486111,92.382,,,22 April 2010,2010-04-22,1
ML-8/2010,Meghalaya,Jaintia Hills,Sonapur,,25.12383333,92.38519444,,,22 April 2010,2010-04-22,1
ML-9/2010,Meghalaya,Jaintia Hills,Kulyng Slide,,25.07533333,92.36341667,,,22 April 2010,2010-04-22,1
ML-10/2010,Meghalaya,Jaintia Hills,Umkiang Slide,,25.05108333,92.40219444,,,22 April 2010,2010-04-22,1
ML-11/2010,Meghalaya,Jaintia Hills,Dona Slide,,25.04305556,92.42041667,,,22 April 2010,2010-04-22,1
ML-12/2010,Meghalaya,Jaintia Hills,Ratachera Slide,,25.04222222,92.44127778,,,22 April 2010,2010-04-22,1
ML- 94/2011,Meghalaya,Ri-Bhoi,Umsaw Khwan slide,,25.67469444,91.88652778,Earth,slide,26 June 2011,2011-06-26,1
MEG/EKH/SHILLONG/02,Meghalaya,East Khasi Hills,Rynjah,Rynjah GSI Office slide,25.56663056,91.91370556,Rock (with thin overburden/debris),Slide,10 July 2019,2019-07-10,1
ML/EKH/78O11/2019-20/03,Meghalaya,East Khasi Hills,"Mawsynram, East Khasi Hills District, Meghalaya",Mawsynram - Lawbah,25.281,91.57330556,Debris,Slide,7 July 2019,2019-07-07,1
MEG/EKH/78O8/2019/07,Meghalaya,East Khasi Hills,Balat road slide - I,Pomblang Landslide,25.23211111,91.37252778,Debris,Slide,27 June 2019,2019-06-27,1
MEG/EKH/78O8/2019/08,Meghalaya,East Khasi Hills,Balat road,Balat road slide - II,25.22194444,91.38422222,Debris,Slide,27 June 2019,2019-06-27,1
MEG/EKH/78O8/2019/11,Meghalaya,East Khasi Hills,Balat-Shella road,Balat 4 km Slide,25.18688889,91.39855556,Debris,Slide,27 June 2019,2019-06-27,1
MEG/WJH/83C3/2020/2,Meghalaya,West Jaintia Hills,Iawmusiang Wahthanad,Iawmusiang Landslide - I,25.44233333,92.19447222,Debris,Slide,26 May 2020,2020-05-26,1
MEG/WJH/83C3/2020/3,Meghalaya,West Jaintia Hills,Iawmusiang Wahthanad,Iawmusiang Landslide - II,25.44177778,92.19558333,Debris,Slide,26 May 2020,2020-05-26,1
MEG/WJH/83C3/2020/5,Meghalaya,West Jaintia Hills,Chutwakhu Rd near Govt. Boy’s Higher secondary school,Chutwakhu road landslide,25.43630556,92.19525,Soil,Slide,26 May 2020,2020-05-26,1
MEG/WJH/83C3/2020/6,Meghalaya,West Jaintia Hills,Chilliangraij,Chilliangraij Landslide,25.43505556,92.19836111,Debris,Slide,26 May 2020,2020-05-26,1
MEG/WJH/83C3/2020/7,Meghalaya,West Jaintia Hills,Salaroh,Salaroh Landslide,25.44741667,92.20138889,Soil,Slide,26 May 2020,2020-05-26,1
MEG/WJH/83C3/2020/8,Meghalaya,West Jaintia Hills,Caroline colony,Caroline-Jowai,25.45075,92.19452778,Debris,Slide,26 May 2020,2020-05-26,1
MEG/WJH/83C3/2020/9,Meghalaya,West Jaintia Hills,Shillong-Agartala-Sabrum Rd,Shillong-Agartala-Sabrum Rd,25.45351667,92.18784722,Soil,Slide,26 May 2020,2020-05-26,1
MEG/SG/78K12/2022/03,Meghalaya,South Garo Hills,Baghmara along the road.,Bhagmara slide,25.21022222,90.63220278,Debris,Slide,17 June 2022,2022-06-17,1
MEG/EKH/78O15/2023/01,Meghalaya,East Khasi Hills,NH-40,"Ryngngain slide, before Lyngkyrdem village",25.365263,91.878497,Rock,Slide,13 April 2023,2023-04-13,1
MEG/WJH/83C03/2023-24/2,Meghalaya,West Jaintia Hills,Pynthor Langtein village,Pynthor Langtein slide,25.41955556,92.16194444,Earth,Slide,10 August 2023,2023-08-10,1
ME/EWK/2025/1,Meghalaya,Eastern-West Khasi Hill,Kynshi,,25.55256111,91.61870278,Debris,Fall,28 June 2024,2024-06-28,1
6892,Meghalaya,South West Khasi Hills,Wamney,Village Road,25.39295833,91.55163333,Debris,Slide,28 May 2024,2024-05-28,1
6874,Meghalaya,South West Khasi Hills,Jakarm,Mawkyrwat-Shillong Road,25.37129167,91.48003056,Debris,Fall,15 June 2024,2024-06-15,1
ME/SWK/2025/4,Meghalaya,South West Khasi Hills,Mawkyllung,Mawkyllung-Nongstoin Road,25.40288611,91.43424167,Debris,Fall,28 May 2024,2024-05-28,1
6891,Meghalaya,West Khasi Hills,Mawrok Sohsat,Mairang-Nongstoin Road,25.531739,91.296177,Debris,Slide,02 July 2024,2024-07-02,1
ME/WKH/2025/6,Meghalaya,West Khasi Hills,Sohpian,Mairang-Nongstoin Road,25.540056,91.314142,Debris,Fall,02 July 2024,2024-07-02,1
6890,Meghalaya,East Khasi Hills,Rymbai Petrol Pump(BPCL),Shillong-Umiam Road,25.641242,91.894137,Debris,Fall,02 July 2024,2024-07-02,1
4694,Meghalaya,East Khasi Hills,Mowing Rim,Umiam Road,25.65057222,91.89351389,Debris,Fall,02 July 2024,2024-07-02,1
6889,Meghalaya,East Khasi Hills,Umiam Lake,Umiam Road,25.64887222,91.89692778,Debris,Slide,02 July 2024,2024-07-02,1
ME/SWK/2025/16,Meghalaya,South West Khasi Hills,Mawiang,SH-3,25.619397,91.61704,Debris,Slide,30 May 2025,2025-05-30,1
4695,Meghalaya,Eastern-West Khasi Hill,Mawblei,SH-3,25.65443889,91.62390833,Debris,Fall,30 May 2025,2025-05-30,1
4696,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw,SH-3,25.65443889,91.63345833,Debris,Slide,30 May 2025,2025-05-30,1
4697,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw,SH-3,25.65977222,91.63440556,Debris,Fall,30 May 2025,2025-05-30,1
ME/EKH/2025/20,Meghalaya,East Khasi Hills,Umiam Hydal Project,GS Road,25.65308889,91.89803889,Debris,Slide,01 July 2024,2024-07-01,1
4699,Meghalaya,East Khasi Hills,Umiam Hydal Project,GS Road,25.65341111,91.89819444,Debris,Slide,01 July 2024,2024-07-01,1
ME/RIB/2025/22,Meghalaya,Ri-Bhoi,Umiam Hydal Project,GS Road,25.66315,91.90180278,Debris,Fall,30 May 2025,2025-05-30,1
4701,Meghalaya,Ri-Bhoi,Umsawlum A,GS Road,25.67032222,91.90487222,Debris,Slide,30 May 2025,2025-05-30,1
ME/RIB/2025/24,Meghalaya,Ri-Bhoi,Umiam Flyover,Guwahati-Shillong Road,25.67517222,91.8983,Debris,Fall,30 June 2024,2024-06-30,1
ME/EKH/2025/25,Meghalaya,East Khasi Hills,Lewmawiong,NH-206,25.42315556,91.86329167,Debris,Slide,31 May 2025,2025-05-31,1
4702,Meghalaya,East Khasi Hills,Lait-Sohphie,AH-2,25.30127778,91.92198889,Debris,Slide,30 May 2025,2025-05-30,1
4700,Meghalaya,Ri-Bhoi,Umiam,NH-6,25.67546111,91.89726944,Rock,Topple/Fall,30 June 2024,2024-06-30,1
ME/RIB/2025/28,Meghalaya,Ri-Bhoi,,NH-6,25.67761389,91.89865833,Debris,Slide,30 May 2025,2025-05-30,1
ME/EWK/2026/29,Meghalaya,Eastern-West Khasi Hill,Umkrem,Umkrem,25.49551944,91.49585278,Debris,Slide,02 July 2025,2025-07-02,1
ME/EWK/2026/30,Meghalaya,South West Khasi Hills,Mawpud,Ranikor,25.28247222,91.36413333,Debris,Slide,30 May 2025,2025-05-30,1
ME/SWK/2026/31,Meghalaya,South West Khasi Hills,Mawpud,Ranikor,25.28090556,91.36584722,Debris,Slide,30 May 2025,2025-05-30,1
ME/RIB/2026/32,Meghalaya,Ri-Bhoi,Umbang 1,NH-6,25.68255833,91.90111389,Debris,Slide,30 June 2024,2024-06-30,1
7236,Meghalaya,Ri-Bhoi,Umbang 2,NH-6,25.68591944,91.90256667,Debris,Slide,30 June 2024,2024-06-30,1
7237,Meghalaya,Ri-Bhoi,Sahkynduh,NH-6,25.71165556,91.89512778,Debris,Slide,30 May 2025,2025-05-30,1
7239,Meghalaya,Ri-Bhoi,Ri-Bhoi Pataraim,NH-6,25.75297778,91.88535278,Debris,Fall/Topple,30 May 2025,2025-05-30,1
7240,Meghalaya,Ri-Bhoi,Umsamlan 1,NH-6,25.79744444,91.87408611,Debris,Slide,14 June 2024,2024-06-14,1
ME/RIB/2026/37,Meghalaya,Ri-Bhoi,Umsamlan 2,NH-6,25.80725833,91.87509444,Debris,Slide,14 July 2024,2024-07-14,1
7242,Meghalaya,West Khasi Hills,,Nongstoin-RongjongTura Road,25.62269444,91.16914444,Debris,Slide,02 July 2024,2024-07-02,1
ME/WKH/2026/39,Meghalaya,West Khasi Hills,,Nongstoin-RongjongTura Road,25.61276111,91.17375278,Debris,Slide,02 July 2024,2024-07-02,1
7243,Meghalaya,West Khasi Hills,,Nongstoin-RongjongTura Road,25.66156667,91.13485278,Debris,Slide,02 July 2024,2024-07-02,1
7244,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 1,Mairang-Guwahati Road,25.69150833,91.64160833,Debris,Slide,29 May 2025,2025-05-29,1
ME/EWK/2026/42,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 2,Mairang-Guwahati Road,25.69517778,91.64123611,Debris,Slide,30 May 2025,2025-05-30,1
ME/EWK/2026/43,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.69688611,91.64176667,Debris,Slide,25 June 2025,2025-06-25,1
ME/EWK/2026/44,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 3,Mairang-Guwahati Road,25.70087778,91.642902,Debris,Slide,08 October 2024,2024-10-08,1
ME/EWK/2026/45,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 4,Mairang-Guwahati Road,25.69866667,91.64517222,Debris,Slide,06 August 2024,2024-08-06,1
7245,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.69683611,91.64485556,Debris,Slide,06 August 2024,2024-08-06,1
ME/EWK/2026/47,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.69523333,91.64426944,Debris,Slide,30 May 2025,2025-05-30,1
ME/EWK/2026/48,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.69463611,91.64577778,Debris,Slide,30 May 2025,2025-05-30,1
ME/EWK/2026/49,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.68698889,91.64812222,Rock,Slide,28 May 2025,2025-05-28,1
ME/EWK/2026/50,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.68690556,91.64915278,Debris,Fall,28 May 2025,2025-05-28,1
ME/EWK/2026/51,Meghalaya,Eastern-West Khasi Hill,,Nongkhlaw-Guwahati Road,25.688833,91.653639,Earth,Slide,25 June 2025,2025-06-25,1
7246,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.68798889,91.65838889,Debris,Slide,28 May 2024,2024-05-28,1
7247,Meghalaya,Eastern-West Khasi Hill,,Nongkhlaw-Guwahati Road,25.68805,91.66653,Debris,Slide,28 May 2024,2024-05-28,1
ME/EWK/2026/54,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.68822222,91.66746111,Debris,Slide,11 June 2025,2025-06-11,1
7248,Meghalaya,Eastern-West Khasi Hill,Mawiongkhri,Nongkhlaw-Guwahati Road,25.69007,91.67085,Debris,Slide,11 June 2025,2025-06-11,1
7249,Meghalaya,Eastern-West Khasi Hill,Umniangriang,Mairang-Guwahati Road,25.733262,91.675754,Debris,Slide,11 June 2025,2025-06-11,1
7250,Meghalaya,Eastern-West Khasi Hill,Boulder Stone Quarry Site,Mairang-Guwahati Road,25.762051,91.658959,Debris,Slide,29 May 2024,2024-05-29,1
ME/EWK/2026/58,Meghalaya,Eastern-West Khasi Hill,Mawpat,Mairang-Guwahati Road,25.770935,91.656497,Debris,Slide,29 May 2024,2024-05-29,1
7251,Meghalaya,Eastern-West Khasi Hill,Madpan,Mairang-Guwahati Road,25.791616,91.658242,Debris,Slide,29 May 2024,2024-05-29,1
ME/EWK/2026/60,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.803984,91.659801,Debris,Slide,28 August 2024,2024-08-28,1
7252,Meghalaya,Eastern-West Khasi Hill,Mawkarah,Nongkhlaw Road,25.700668,91.596815,Debris,Slide,31 May 2025,2025-05-31,1
ME/EWK/2026/62,Meghalaya,Eastern-West Khasi Hill,,Jakhong Road,25.739454,91.572107,Debris,Slide,31 May 2025,2025-05-31,1
7598,Meghalaya,South West Garo Hills,Betasing,Kongpara,25.567423,89.979711,Debris,,13 July 2026,2026-07-13,1
3442,Meghalaya,East Khasi Hills,Pohkseh,BL-D/24,25.566518,91.914509,rock,fall,19 August 2025,2025-08-19,1
MIZO/AIZ/84A10/2007/E-3,Mizoram,Aizawl,Bawng Venglai slide,,23.751694,92.731528,Debris,Slide,8 September 2007,2007-09-08,1
MZ/AZL/84A10/2024/001,Mizoram,Aizawl,,"Luangmual, Aizawl",23.73888889,92.69638889,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/002,Mizoram,Aizawl,,"Luangmual, Aizawl",23.73947222,92.69666667,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/003,Mizoram,Aizawl,,"Luangmual, Aizawl",23.74027778,92.69722222,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/004,Mizoram,Aizawl,,"Luangmual, Aizawl",23.74066667,92.69336111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/005,Mizoram,Aizawl,,"Mizoram Law College, Luangmual, Aizawl",23.7385748,92.6941941,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/006,Mizoram,Aizawl,,"R Romawia (L) Chawlhhmun, Aizawl",23.74472222,92.69277778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/007,Mizoram,Aizawl,,"Luangmual, Aizawl",23.74116667,92.69455556,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/008,Mizoram,Aizawl,,"Luangmual - Ainawn road, Aizawl",23.7375,92.69444444,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/009,Mizoram,Aizawl,,"Luangmual-Ainawn road, Aizawl",23.73386111,92.69491667,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/010,Mizoram,Aizawl,,"Ainawn Veng, Aizawl",23.72669444,92.69519444,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/011,Mizoram,Aizawl,,"Ainawn, Aizawl.",23.73361111,92.69388889,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/012,Mizoram,Aizawl,,"Zonuam, Aizawl",23.73472222,92.695,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/014,Mizoram,Aizawl,,"Zonuam, Aizawl",23.73305556,92.69944444,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/015,Mizoram,Aizawl,,"Zonuam, Aizawl",23.74972222,92.69833333,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/016,Mizoram,Aizawl,,"Chawnpui, Aizawl",23.73111111,92.70222222,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/017,Mizoram,Aizawl,,"Chawnpui, Aizawl",23.73111111,92.70388889,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/018,Mizoram,Aizawl,,"Chawnpui, Aizawl",23.73333333,92.70527778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/020,Mizoram,Aizawl,,"Zonuam, Aizawl",23.73583333,92.69777778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/021,Mizoram,Aizawl,,"Kanaan Cemetery, Aizawl",23.73132778,92.70821944,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/022,Mizoram,Aizawl,,"MINECO, Aizawl",23.72428333,92.70737778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/023,Mizoram,Aizawl,,"Bungkawn, Aizawl",23.72276944,92.70665,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/024,Mizoram,Aizawl,,"Mission Vengthlang, Aizawl",23.71446389,92.71146389,Debris,Flow,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/025,Mizoram,Aizawl,,"MSVT to Reiek Road, Aizawl",23.71581111,92.70935,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/026,Mizoram,Aizawl,,"Bungkawn, Nursery, Aizawl",23.71595,92.70879444,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/027,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.7175,92.70666667,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/0028,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.71740833,92.70644167,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/029,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.71735556,92.70753333,Earth,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/030,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.71721667,92.70777778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/031,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.71697222,92.70817222,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/032,Mizoram,Aizawl,,"Mission Vengthlang, Aizawl",23.71305556,92.70895833,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/033,Mizoram,Aizawl,,"Model Veng, Aizawl",23.71523056,92.71529167,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/034,Mizoram,Aizawl,,"Chanmari-Chanmari West, Aizawl",23.74,92.715,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/035,Mizoram,Aizawl,,"Chanmari-Chanmari west, Aizawl",23.73944444,92.71472222,Rock,Fall,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/036,Mizoram,Aizawl,,"Salem Veng, Aizawl",23.71138889,92.72444444,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/037,Mizoram,Aizawl,,"Mission Veng, Aizawl",23.71638889,92.72111111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/038,Mizoram,Aizawl,,"Salem Veng, Aizawl",23.71444444,92.72861111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/041,Mizoram,Aizawl,,"Salem Veng cemetery, Aizawl",23.71571389,92.72659722,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/042,Mizoram,Aizawl,,"Venghnuai, Aizawl",23.7104,92.72237778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/043,Mizoram,Aizawl,,"Republic Veng, Aizawl",23.71865833,92.72335278,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/044,Mizoram,Aizawl,,"Republic Veng, Lungli Road, Aizawl",23.7175,92.71972222,Debris,Complex,19 September 2023,2023-09-19,1
MZ/AZL/84A10/2024/045,Mizoram,Aizawl,,"Kulikawn cemetery, Aizawl",23.71,92.71611111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/047,Mizoram,Aizawl,,"Kulikawn, Aizawl",23.70666667,92.71444444,Debris,Flow,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/048,Mizoram,Aizawl,,"Tlangnuam, Aizawl",23.70527778,92.71138889,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/049,Mizoram,Aizawl,,"Tlangnuam CP Road, Aizawl",23.70416667,92.71222222,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/050,Mizoram,Aizawl,,"Tlangnuam Vengthar, Aizawl",23.70027778,92.71611111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/051,Mizoram,Aizawl,,"Tlangnuam Vengthar, Aizawl",23.69972222,92.71694444,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/052,Mizoram,Aizawl,,"Trinity Hospital, Silaimual, Aizawl",23.68027778,92.72472222,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/053,Mizoram,Aizawl,,"Melthum to Hualngohmun Road, Aizawl",23.67805556,92.72,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/054,Mizoram,Aizawl,,"Paikhai, Melriat, Aizawl",23.64333333,92.73444444,Earth,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/055,Mizoram,Aizawl,,"Melriat, Aizawl",23.64638889,92.72638889,Debris,Slide,02 October 2023,2023-10-02,1
MZ/AZL/84A10/2024/056,Mizoram,Aizawl,,"Melriat, Aizawl",23.64638889,92.72527778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/057,Mizoram,Aizawl,,Kelsih,23.63111111,92.72388889,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/058,Mizoram,Aizawl,,"Kelsih, Aizawl",23.63055556,92.72305556,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/059,Mizoram,Aizawl,,"Falkawn, Aizawl",23.62833333,92.72333333,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/060,Mizoram,Aizawl,,"Falkawn, Aizawl",23.62277778,92.72444444,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/061,Mizoram,Aizawl,,"Falkawn, Aizawl",23.62194444,92.72305556,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/062,Mizoram,Aizawl,,"Falkawn, Aizawl",23.62083333,92.7225,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/063,Mizoram,Aizawl,,"Falkawn, Aizawl",23.61916667,92.7225,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/004,Mizoram,Aizawl,,"Falkawn Vengthar, Aizawl",23.62,92.72472222,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/065,Mizoram,Aizawl,,"Falkawn vengthar, Aizawl",23.61972222,92.72527778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/066,Mizoram,Aizawl,,"Falkawn vengthar, Aizawl",23.62027778,92.72555556,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/067,Mizoram,Aizawl,,"Falkawn vengthar, Aizawl",23.62027778,92.72611111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/068,Mizoram,Aizawl,,"Falkawn vengthar, Aizawl",23.62111111,92.72444444,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/069,Mizoram,Aizawl,,"Melthum, Aizawl",23.68743333,92.72129167,Rock,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/070,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67694444,92.71722222,Rock,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/071,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67583333,92.715,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/072,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67472222,92.71722222,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/073,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67444444,92.71472222,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/074,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67388889,92.71472222,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/075,Mizoram,Aizawl,,"Hlimen, Aizawl",23.672069,92.7099293,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/076,Mizoram,Aizawl,,"Hlimen, Aizawl",23.684301,92.715511,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/077,Mizoram,Aizawl,,"World Bank Road, Kulikawn East, Aizawl",23.70638889,92.72055556,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/078,Mizoram,Aizawl,,"World Bank Road, Aizawl",23.70416667,92.72,Rock,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/079,Mizoram,Aizawl,,"World Bank Road, Aizawl",23.70305556,92.72055556,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/080,Mizoram,Aizawl,,"World Bank Road and Saikhamakawn, Aizawl",23.69333333,92.72055556,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/082,Mizoram,Aizawl,,"World Bank Road, Aizawl",23.69,92.72361111,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/083,Mizoram,Aizawl,,"World Bank Road, Aizawl",23.68361111,92.72277778,Debris,Slide,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/084,Mizoram,Aizawl,,"Melthum, Aizawl-Thenzawl- Lunglei Highway",23.67611111,92.71972222,Debris,Complex,28 May 2024,2024-05-28,1
MZ/AZL/84A10/2024/085,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.67138889,92.72361111,Debris,Slide,28 May 2024,2024-05-28,1
